Date,Hour,kW Sum
10/1/17,0,8596
10/1/17,1,8509
10/1/17,2,8300
10/1/17,3,8137
10/1/17,4,8186
10/1/17,5,8299
10/1/17,6,8079
10/1/17,7,7768
10/1/17,8,7914
10/1/17,9,8271
10/1/17,10,8590
10/1/17,11,8628
10/1/17,12,8424
10/1/17,13,8286
10/1/17,14,8091
10/1/17,15,7995
10/1/17,16,8155
10/1/17,17,8057
10/1/17,18,8327
10/1/17,19,8303
10/1/17,20,8098
10/1/17,21,8012
10/1/17,22,7880
10/1/17,23,7800
10/2/17,0,7896
10/2/17,1,7851
10/2/17,2,7950
10/2/17,3,8016
10/2/17,4,8335
10/2/17,5,9362
10/2/17,6,9687
10/2/17,7,10176
10/2/17,8,10750
10/2/17,9,11091
10/2/17,10,11459
10/2/17,11,11660
10/2/17,12,11913
10/2/17,13,12111
10/2/17,14,11922
10/2/17,15,11695
10/2/17,16,11263
10/2/17,17,10601
10/2/17,18,10609
10/2/17,19,10366
10/2/17,20,9879
10/2/17,21,9399
10/2/17,22,9175
10/2/17,23,8757
10/3/17,0,8578
10/3/17,1,8512
10/3/17,2,8414
10/3/17,3,8619
10/3/17,4,9044
10/3/17,5,9854
10/3/17,6,10181
10/3/17,7,10541
10/3/17,8,11483
10/3/17,9,12090
10/3/17,10,12523
10/3/17,11,12539
10/3/17,12,13014
10/3/17,13,13264
10/3/17,14,13242
10/3/17,15,12976
10/3/17,16,12355
10/3/17,17,11248
10/3/17,18,10845
10/3/17,19,10457
10/3/17,20,9954
10/3/17,21,9499
10/3/17,22,9080
10/3/17,23,8644
10/4/17,0,8488
10/4/17,1,8475
10/4/17,2,8370
10/4/17,3,8352
10/4/17,4,8759
10/4/17,5,9610
10/4/17,6,9815
10/4/17,7,10048
10/4/17,8,10692
10/4/17,9,11686
10/4/17,10,12199
10/4/17,11,12444
10/4/17,12,12438
10/4/17,13,12566
10/4/17,14,12594
10/4/17,15,12413
10/4/17,16,11759
10/4/17,17,10922
10/4/17,18,10520
10/4/17,19,9967
10/4/17,20,9673
10/4/17,21,9419
10/4/17,22,8986
10/4/17,23,8724
10/5/17,0,8535
10/5/17,1,8461
10/5/17,2,8457
10/5/17,3,8616
10/5/17,4,8781
10/5/17,5,9603
10/5/17,6,9750
10/5/17,7,10231
10/5/17,8,11037
10/5/17,9,11689
10/5/17,10,12227
10/5/17,11,12585
10/5/17,12,12900
10/5/17,13,13219
10/5/17,14,13237
10/5/17,15,12832
10/5/17,16,12110
10/5/17,17,11276
10/5/17,18,10784
10/5/17,19,10461
10/5/17,20,10241
10/5/17,21,9770
10/5/17,22,9409
10/5/17,23,9012
10/6/17,0,8931
10/6/17,1,8840
10/6/17,2,8808
10/6/17,3,8826
10/6/17,4,9320
10/6/17,5,10005
10/6/17,6,10169
10/6/17,7,10693
10/6/17,8,11522
10/6/17,9,12132
10/6/17,10,12474
10/6/17,11,12750
10/6/17,12,12780
10/6/17,13,12679
10/6/17,14,12546
10/6/17,15,12265
10/6/17,16,11534
10/6/17,17,10784
10/6/17,18,10532
10/6/17,19,9886
10/6/17,20,9411
10/6/17,21,9020
10/6/17,22,8767
10/6/17,23,8495
10/7/17,0,8474
10/7/17,1,8377
10/7/17,2,8357
10/7/17,3,8370
10/7/17,4,8545
10/7/17,5,8817
10/7/17,6,8834
10/7/17,7,8645
10/7/17,8,8932
10/7/17,9,9394
10/7/17,10,9764
10/7/17,11,10190
10/7/17,12,10326
10/7/17,13,10152
10/7/17,14,9943
10/7/17,15,9927
10/7/17,16,9793
10/7/17,17,9682
10/7/17,18,9986
10/7/17,19,9812
10/7/17,20,9714
10/7/17,21,9619
10/7/17,22,9420
10/7/17,23,9202
10/8/17,0,9074
10/8/17,1,9121
10/8/17,2,9198
10/8/17,3,9142
10/8/17,4,9409
10/8/17,5,9591
10/8/17,6,9839
10/8/17,7,9402
10/8/17,8,9296
10/8/17,9,9324
10/8/17,10,9586
10/8/17,11,9839
10/8/17,12,9919
10/8/17,13,9902
10/8/17,14,9850
10/8/17,15,9876
10/8/17,16,9754
10/8/17,17,9540
10/8/17,18,9650
10/8/17,19,9543
10/8/17,20,9440
10/8/17,21,9301
10/8/17,22,9217
10/8/17,23,9113
10/9/17,0,9104
10/9/17,1,9003
10/9/17,2,9029
10/9/17,3,9005
10/9/17,4,9173
10/9/17,5,9196
10/9/17,6,8948
10/9/17,7,8534
10/9/17,8,8944
10/9/17,9,9244
10/9/17,10,9733
10/9/17,11,10033
10/9/17,12,10152
10/9/17,13,10347
10/9/17,14,10342
10/9/17,15,10313
10/9/17,16,10225
10/9/17,17,9937
10/9/17,18,9923
10/9/17,19,9810
10/9/17,20,9489
10/9/17,21,9287
10/9/17,22,9182
10/9/17,23,9032
10/10/17,0,8885
10/10/17,1,8773
10/10/17,2,8832
10/10/17,3,8865
10/10/17,4,9598
10/10/17,5,10649
10/10/17,6,11510
10/10/17,7,12190
10/10/17,8,12834
10/10/17,9,13314
10/10/17,10,13630
10/10/17,11,13978
10/10/17,12,14262
10/10/17,13,14482
10/10/17,14,14425
10/10/17,15,14117
10/10/17,16,13285
10/10/17,17,12512
10/10/17,18,11952
10/10/17,19,11182
10/10/17,20,10951
10/10/17,21,10408
10/10/17,22,10046
10/10/17,23,9754
10/11/17,0,9574
10/11/17,1,9541
10/11/17,2,9517
10/11/17,3,9538
10/11/17,4,10123
10/11/17,5,11107
10/11/17,6,11565
10/11/17,7,12177
10/11/17,8,12570
10/11/17,9,13265
10/11/17,10,13643
10/11/17,11,13778
10/11/17,12,13891
10/11/17,13,14112
10/11/17,14,13975
10/11/17,15,13547
10/11/17,16,12828
10/11/17,17,12172
10/11/17,18,11608
10/11/17,19,11081
10/11/17,20,10539
10/11/17,21,10287
10/11/17,22,9798
10/11/17,23,9549
10/12/17,0,9509
10/12/17,1,9387
10/12/17,2,9301
10/12/17,3,9304
10/12/17,4,9859
10/12/17,5,10864
10/12/17,6,11104
10/12/17,7,11669
10/12/17,8,12142
10/12/17,9,12634
10/12/17,10,12950
10/12/17,11,13218
10/12/17,12,13525
10/12/17,13,13912
10/12/17,14,13876
10/12/17,15,13708
10/12/17,16,13134
10/12/17,17,12193
10/12/17,18,11768
10/12/17,19,11213
10/12/17,20,10984
10/12/17,21,10626
10/12/17,22,10201
10/12/17,23,9840
10/13/17,0,9607
10/13/17,1,9586
10/13/17,2,9410
10/13/17,3,9540
10/13/17,4,10031
10/13/17,5,10907
10/13/17,6,10959
10/13/17,7,11211
10/13/17,8,11967
10/13/17,9,12437
10/13/17,10,12574
10/13/17,11,12584
10/13/17,12,12552
10/13/17,13,12564
10/13/17,14,12942
10/13/17,15,12627
10/13/17,16,11953
10/13/17,17,11338
10/13/17,18,10714
10/13/17,19,10085
10/13/17,20,9800
10/13/17,21,9414
10/13/17,22,9068
10/13/17,23,8813
10/14/17,0,8655
10/14/17,1,8473
10/14/17,2,8437
10/14/17,3,8254
10/14/17,4,8363
10/14/17,5,8540
10/14/17,6,8514
10/14/17,7,8188
10/14/17,8,8503
10/14/17,9,8995
10/14/17,10,9448
10/14/17,11,9635
10/14/17,12,9813
10/14/17,13,10016
10/14/17,14,10041
10/14/17,15,10264
10/14/17,16,10289
10/14/17,17,10053
10/14/17,18,10037
10/14/17,19,9561
10/14/17,20,9513
10/14/17,21,9221
10/14/17,22,9079
10/14/17,23,8861
10/15/17,0,8854
10/15/17,1,8740
10/15/17,2,8729
10/15/17,3,8750
10/15/17,4,8783
10/15/17,5,8898
10/15/17,6,8963
10/15/17,7,8656
10/15/17,8,8777
10/15/17,9,9248
10/15/17,10,9635
10/15/17,11,9909
10/15/17,12,10035
10/15/17,13,10149
10/15/17,14,10310
10/15/17,15,10380
10/15/17,16,10290
10/15/17,17,9957
10/15/17,18,9972
10/15/17,19,9636
10/15/17,20,9405
10/15/17,21,9148
10/15/17,22,8986
10/15/17,23,8834
10/16/17,0,8789
10/16/17,1,8779
10/16/17,2,8796
10/16/17,3,8963
10/16/17,4,9404
10/16/17,5,10223
10/16/17,6,10770
10/16/17,7,11310
10/16/17,8,11989
10/16/17,9,12378
10/16/17,10,12697
10/16/17,11,12787
10/16/17,12,12773
10/16/17,13,12969
10/16/17,14,12734
10/16/17,15,12154
10/16/17,16,11412
10/16/17,17,10499
10/16/17,18,10153
10/16/17,19,9546
10/16/17,20,8967
10/16/17,21,8509
10/16/17,22,8102
10/16/17,23,7701
10/17/17,0,7405
10/17/17,1,7211
10/17/17,2,7219
10/17/17,3,7250
10/17/17,4,7557
10/17/17,5,8221
10/17/17,6,8680
10/17/17,7,9066
10/17/17,8,9472
10/17/17,9,9779
10/17/17,10,10080
10/17/17,11,10408
10/17/17,12,10905
10/17/17,13,11211
10/17/17,14,11434
10/17/17,15,11284
10/17/17,16,10478
10/17/17,17,9567
10/17/17,18,9222
10/17/17,19,8896
10/17/17,20,8481
10/17/17,21,8011
10/17/17,22,7633
10/17/17,23,7241
10/18/17,0,7012
10/18/17,1,6855
10/18/17,2,6859
10/18/17,3,6818
10/18/17,4,7051
10/18/17,5,7612
10/18/17,6,7852
10/18/17,7,8116
10/18/17,8,8707
10/18/17,9,9234
10/18/17,10,9612
10/18/17,11,10126
10/18/17,12,10605
10/18/17,13,10981
10/18/17,14,11136
10/18/17,15,11133
10/18/17,16,10482
10/18/17,17,9580
10/18/17,18,9574
10/18/17,19,9165
10/18/17,20,8770
10/18/17,21,8297
10/18/17,22,7905
10/18/17,23,7576
10/19/17,0,7406
10/19/17,1,7281
10/19/17,2,7196
10/19/17,3,7257
10/19/17,4,7580
10/19/17,5,8248
10/19/17,6,8610
10/19/17,7,8932
10/19/17,8,9612
10/19/17,9,10138
10/19/17,10,10956
10/19/17,11,11397
10/19/17,12,11597
10/19/17,13,11707
10/19/17,14,11846
10/19/17,15,11862
10/19/17,16,11335
10/19/17,17,10533
10/19/17,18,9983
10/19/17,19,9420
10/19/17,20,8954
10/19/17,21,8524
10/19/17,22,8181
10/19/17,23,7881
10/20/17,0,7727
10/20/17,1,7557
10/20/17,2,7583
10/20/17,3,7540
10/20/17,4,7923
10/20/17,5,8562
10/20/17,6,8868
10/20/17,7,9096
10/20/17,8,9872
10/20/17,9,10547
10/20/17,10,11356
10/20/17,11,11779
10/20/17,12,12381
10/20/17,13,12559
10/20/17,14,12020
10/20/17,15,11618
10/20/17,16,10912
10/20/17,17,10116
10/20/17,18,9919
10/20/17,19,9431
10/20/17,20,9075
10/20/17,21,8648
10/20/17,22,8201
10/20/17,23,7966
10/21/17,0,7903
10/21/17,1,7832
10/21/17,2,7793
10/21/17,3,7778
10/21/17,4,7990
10/21/17,5,8009
10/21/17,6,8037
10/21/17,7,7688
10/21/17,8,8013
10/21/17,9,8440
10/21/17,10,9072
10/21/17,11,9294
10/21/17,12,9256
10/21/17,13,9362
10/21/17,14,9427
10/21/17,15,9274
10/21/17,16,9055
10/21/17,17,8757
10/21/17,18,9071
10/21/17,19,8826
10/21/17,20,8619
10/21/17,21,8393
10/21/17,22,8221
10/21/17,23,8001
10/22/17,0,7920
10/22/17,1,7758
10/22/17,2,7684
10/22/17,3,7762
10/22/17,4,7974
10/22/17,5,8030
10/22/17,6,7949
10/22/17,7,7709
10/22/17,8,7975
10/22/17,9,8858
10/22/17,10,9344
10/22/17,11,9887
10/22/17,12,9995
10/22/17,13,10124
10/22/17,14,10339
10/22/17,15,10325
10/22/17,16,10122
10/22/17,17,9869
10/22/17,18,10039
10/22/17,19,9810
10/22/17,20,9460
10/22/17,21,9326
10/22/17,22,9181
10/22/17,23,9106
10/23/17,0,9123
10/23/17,1,9043
10/23/17,2,9064
10/23/17,3,9091
10/23/17,4,9870
10/23/17,5,10972
10/23/17,6,11663
10/23/17,7,11981
10/23/17,8,12407
10/23/17,9,12511
10/23/17,10,12555
10/23/17,11,12217
10/23/17,12,12193
10/23/17,13,12045
10/23/17,14,11494
10/23/17,15,11104
10/23/17,16,10515
10/23/17,17,9556
10/23/17,18,9115
10/23/17,19,8767
10/23/17,20,8486
10/23/17,21,8143
10/23/17,22,7625
10/23/17,23,7375
10/24/17,0,7196
10/24/17,1,7041
10/24/17,2,7007
10/24/17,3,6989
10/24/17,4,7462
10/24/17,5,8140
10/24/17,6,8444
10/24/17,7,8597
10/24/17,8,9286
10/24/17,9,9722
10/24/17,10,9785
10/24/17,11,10053
10/24/17,12,10315
10/24/17,13,10642
10/24/17,14,10682
10/24/17,15,10293
10/24/17,16,9730
10/24/17,17,8805
10/24/17,18,8675
10/24/17,19,8227
10/24/17,20,7992
10/24/17,21,7660
10/24/17,22,7377
10/24/17,23,7065
10/25/17,0,6941
10/25/17,1,6862
10/25/17,2,6788
10/25/17,3,6879
10/25/17,4,7094
10/25/17,5,7662
10/25/17,6,8020
10/25/17,7,8281
10/25/17,8,8710
10/25/17,9,9124
10/25/17,10,9181
10/25/17,11,9376
10/25/17,12,9374
10/25/17,13,9364
10/25/17,14,9337
10/25/17,15,9117
10/25/17,16,8544
10/25/17,17,7820
10/25/17,18,7885
10/25/17,19,7680
10/25/17,20,7537
10/25/17,21,7290
10/25/17,22,6928
10/25/17,23,6615
10/26/17,0,6596
10/26/17,1,6440
10/26/17,2,6550
10/26/17,3,6520
10/26/17,4,6810
10/26/17,5,7532
10/26/17,6,7851
10/26/17,7,8065
10/26/17,8,8363
10/26/17,9,8868
10/26/17,10,9071
10/26/17,11,9323
10/26/17,12,9477
10/26/17,13,9682
10/26/17,14,9869
10/26/17,15,9558
10/26/17,16,8898
10/26/17,17,8400
10/26/17,18,8176
10/26/17,19,7844
10/26/17,20,7693
10/26/17,21,7484
10/26/17,22,7226
10/26/17,23,6965
10/27/17,0,6933
10/27/17,1,6752
10/27/17,2,6749
10/27/17,3,6785
10/27/17,4,7051
10/27/17,5,7772
10/27/17,6,7906
10/27/17,7,8099
10/27/17,8,8672
10/27/17,9,9088
10/27/17,10,9476
10/27/17,11,9769
10/27/17,12,9876
10/27/17,13,10100
10/27/17,14,9954
10/27/17,15,9434
10/27/17,16,8768
10/27/17,17,8149
10/27/17,18,7995
10/27/17,19,7664
10/27/17,20,7462
10/27/17,21,7286
10/27/17,22,7060
10/27/17,23,6906
10/28/17,0,6925
10/28/17,1,6940
10/28/17,2,6953
10/28/17,3,6937
10/28/17,4,7079
10/28/17,5,7190
10/28/17,6,7194
10/28/17,7,6927
10/28/17,8,7308
10/28/17,9,7872
10/28/17,10,7753
10/28/17,11,7879
10/28/17,12,8166
10/28/17,13,8368
10/28/17,14,8419
10/28/17,15,8636
10/28/17,16,8482
10/28/17,17,8256
10/28/17,18,8113
10/28/17,19,7594
10/28/17,20,7199
10/28/17,21,6935
10/28/17,22,6781
10/28/17,23,6673
10/29/17,0,6624
10/29/17,1,6579
10/29/17,2,6575
10/29/17,3,6551
10/29/17,4,6657
10/29/17,5,6681
10/29/17,6,6664
10/29/17,7,6160
10/29/17,8,6124
10/29/17,9,6240
10/29/17,10,6250
10/29/17,11,6308
10/29/17,12,6293
10/29/17,13,6387
10/29/17,14,6397
10/29/17,15,6380
10/29/17,16,6473
10/29/17,17,6299
10/29/17,18,6724
10/29/17,19,6685
10/29/17,20,6657
10/29/17,21,6674
10/29/17,22,6622
10/29/17,23,6576
10/30/17,0,6579
10/30/17,1,6567
10/30/17,2,6590
10/30/17,3,6657
10/30/17,4,6956
10/30/17,5,7545
10/30/17,6,8190
10/30/17,7,8397
10/30/17,8,8535
10/30/17,9,8506
10/30/17,10,8507
10/30/17,11,8686
10/30/17,12,8760
10/30/17,13,8907
10/30/17,14,8812
10/30/17,15,8632
10/30/17,16,8227
10/30/17,17,7656
10/30/17,18,7716
10/30/17,19,7457
10/30/17,20,7180
10/30/17,21,6916
10/30/17,22,6764
10/30/17,23,6678
10/31/17,0,6624
10/31/17,1,6624
10/31/17,2,6586
10/31/17,3,6636
10/31/17,4,6918
10/31/17,5,7663
10/31/17,6,8042
10/31/17,7,8259
10/31/17,8,8775
10/31/17,9,8868
10/31/17,10,9324
10/31/17,11,9514
10/31/17,12,9954
10/31/17,13,9749
10/31/17,14,9783
10/31/17,15,9588
10/31/17,16,9079
10/31/17,17,8331
10/31/17,18,8295
10/31/17,19,7858
10/31/17,20,7646
10/31/17,21,7331
10/31/17,22,7075
10/31/17,23,6881
11/1/17,0,6810
11/1/17,1,6684
11/1/17,2,6732
11/1/17,3,6766
11/1/17,4,7002
11/1/17,5,7704
11/1/17,6,8020
11/1/17,7,7993
11/1/17,8,8372
11/1/17,9,9106
11/1/17,10,9419
11/1/17,11,9952
11/1/17,12,10021
11/1/17,13,10255
11/1/17,14,10277
11/1/17,15,10021
11/1/17,16,9606
11/1/17,17,8831
11/1/17,18,8730
11/1/17,19,8268
11/1/17,20,8114
11/1/17,21,8059
11/1/17,22,7561
11/1/17,23,7321
11/2/17,0,7273
11/2/17,1,7186
11/2/17,2,7158
11/2/17,3,7149
11/2/17,4,7457
11/2/17,5,8094
11/2/17,6,8426
11/2/17,7,8616
11/2/17,8,9096
11/2/17,9,9450
11/2/17,10,10101
11/2/17,11,10844
11/2/17,12,10902
11/2/17,13,11030
11/2/17,14,11032
11/2/17,15,10827
11/2/17,16,10144
11/2/17,17,9247
11/2/17,18,9251
11/2/17,19,8837
11/2/17,20,8648
11/2/17,21,8161
11/2/17,22,7755
11/2/17,23,7341
11/3/17,0,7391
11/3/17,1,7223
11/3/17,2,7213
11/3/17,3,7151
11/3/17,4,7541
11/3/17,5,8179
11/3/17,6,8509
11/3/17,7,8683
11/3/17,8,9342
11/3/17,9,9956
11/3/17,10,10442
11/3/17,11,10779
11/3/17,12,11010
11/3/17,13,11240
11/3/17,14,11151
11/3/17,15,10787
11/3/17,16,10231
11/3/17,17,9653
11/3/17,18,9521
11/3/17,19,8891
11/3/17,20,8761
11/3/17,21,8360
11/3/17,22,7896
11/3/17,23,7478
11/4/17,0,7449
11/4/17,1,7364
11/4/17,2,7291
11/4/17,3,7291
11/4/17,4,7466
11/4/17,5,7507
11/4/17,6,7436
11/4/17,7,7162
11/4/17,8,7293
11/4/17,9,7877
11/4/17,10,8238
11/4/17,11,8514
11/4/17,12,8676
11/4/17,13,8883
11/4/17,14,8941
11/4/17,15,8853
11/4/17,16,8787
11/4/17,17,8563
11/4/17,18,8686
11/4/17,19,8251
11/4/17,20,8048
11/4/17,21,7865
11/4/17,22,7709
11/4/17,23,7561
11/5/17,0,7478
11/5/17,1,7367
11/5/17,2,7355
11/5/17,3,7366
11/5/17,4,7490
11/5/17,5,7478
11/5/17,6,6958
11/5/17,7,7213
11/5/17,8,7640
11/5/17,9,8155
11/5/17,10,8422
11/5/17,11,8745
11/5/17,12,8842
11/5/17,13,8791
11/5/17,14,8937
11/5/17,15,8872
11/5/17,16,8705
11/5/17,17,8880
11/5/17,18,8525
11/5/17,19,8255
11/5/17,20,8078
11/5/17,21,7899
11/5/17,22,7658
11/5/17,23,7610
11/6/17,0,7454
11/6/17,1,7528
11/6/17,2,7430
11/6/17,3,7567
11/6/17,4,7913
11/6/17,5,8529
11/6/17,6,8622
11/6/17,7,9418
11/6/17,8,10233
11/6/17,9,10703
11/6/17,10,11082
11/6/17,11,11357
11/6/17,12,11590
11/6/17,13,11650
11/6/17,14,11576
11/6/17,15,11294
11/6/17,16,10599
11/6/17,17,10390
11/6/17,18,9824
11/6/17,19,9268
11/6/17,20,9098
11/6/17,21,8880
11/6/17,22,8618
11/6/17,23,8212
11/7/17,0,8123
11/7/17,1,7999
11/7/17,2,7885
11/7/17,3,7781
11/7/17,4,8254
11/7/17,5,8921
11/7/17,6,9258
11/7/17,7,10023
11/7/17,8,10994
11/7/17,9,11664
11/7/17,10,12248
11/7/17,11,12239
11/7/17,12,12334
11/7/17,13,12404
11/7/17,14,12288
11/7/17,15,11821
11/7/17,16,11048
11/7/17,17,10888
11/7/17,18,10202
11/7/17,19,9840
11/7/17,20,9532
11/7/17,21,9270
11/7/17,22,8818
11/7/17,23,8556
11/8/17,0,8456
11/8/17,1,8347
11/8/17,2,8270
11/8/17,3,8246
11/8/17,4,8641
11/8/17,5,9230
11/8/17,6,9495
11/8/17,7,10328
11/8/17,8,11166
11/8/17,9,11582
11/8/17,10,12226
11/8/17,11,12401
11/8/17,12,12596
11/8/17,13,12572
11/8/17,14,11939
11/8/17,15,11545
11/8/17,16,10841
11/8/17,17,10692
11/8/17,18,10325
11/8/17,19,9848
11/8/17,20,9628
11/8/17,21,9156
11/8/17,22,8650
11/8/17,23,8361
11/9/17,0,8178
11/9/17,1,7925
11/9/17,2,7894
11/9/17,3,7741
11/9/17,4,8062
11/9/17,5,8947
11/9/17,6,8964
11/9/17,7,9632
11/9/17,8,9918
11/9/17,9,9951
11/9/17,10,9426
11/9/17,11,9394
11/9/17,12,9273
11/9/17,13,9419
11/9/17,14,9422
11/9/17,15,9022
11/9/17,16,8564
11/9/17,17,8590
11/9/17,18,8275
11/9/17,19,7926
11/9/17,20,7600
11/9/17,21,7318
11/9/17,22,7112
11/9/17,23,6867
11/10/17,0,6794
11/10/17,1,6749
11/10/17,2,6723
11/10/17,3,6724
11/10/17,4,6840
11/10/17,5,7134
11/10/17,6,6613
11/10/17,7,6646
11/10/17,8,6774
11/10/17,9,6980
11/10/17,10,7245
11/10/17,11,7445
11/10/17,12,7596
11/10/17,13,7637
11/10/17,14,7578
11/10/17,15,7527
11/10/17,16,7308
11/10/17,17,7568
11/10/17,18,7240
11/10/17,19,7014
11/10/17,20,6956
11/10/17,21,6779
11/10/17,22,6625
11/10/17,23,6500
11/11/17,0,6426
11/11/17,1,6432
11/11/17,2,6407
11/11/17,3,6349
11/11/17,4,6402
11/11/17,5,6515
11/11/17,6,5962
11/11/17,7,5931
11/11/17,8,6028
11/11/17,9,6239
11/11/17,10,6655
11/11/17,11,6871
11/11/17,12,6785
11/11/17,13,6944
11/11/17,14,7089
11/11/17,15,6970
11/11/17,16,7172
11/11/17,17,7312
11/11/17,18,7169
11/11/17,19,6856
11/11/17,20,6746
11/11/17,21,6711
11/11/17,22,6582
11/11/17,23,6565
11/12/17,0,6475
11/12/17,1,6477
11/12/17,2,6438
11/12/17,3,6456
11/12/17,4,6494
11/12/17,5,6623
11/12/17,6,6012
11/12/17,7,5988
11/12/17,8,6083
11/12/17,9,6431
11/12/17,10,6815
11/12/17,11,7051
11/12/17,12,7249
11/12/17,13,7438
11/12/17,14,7479
11/12/17,15,7423
11/12/17,16,7465
11/12/17,17,7743
11/12/17,18,7519
11/12/17,19,7188
11/12/17,20,6977
11/12/17,21,6937
11/12/17,22,6813
11/12/17,23,6787
11/13/17,0,6746
11/13/17,1,6729
11/13/17,2,6718
11/13/17,3,6720
11/13/17,4,7216
11/13/17,5,7681
11/13/17,6,7460
11/13/17,7,8118
11/13/17,8,8630
11/13/17,9,9098
11/13/17,10,9443
11/13/17,11,9708
11/13/17,12,10069
11/13/17,13,10131
11/13/17,14,10078
11/13/17,15,9603
11/13/17,16,9027
11/13/17,17,8695
11/13/17,18,8264
11/13/17,19,7891
11/13/17,20,7608
11/13/17,21,7359
11/13/17,22,7096
11/13/17,23,6847
11/14/17,0,6686
11/14/17,1,6671
11/14/17,2,6618
11/14/17,3,6625
11/14/17,4,6863
11/14/17,5,7542
11/14/17,6,7496
11/14/17,7,8132
11/14/17,8,8611
11/14/17,9,9079
11/14/17,10,9314
11/14/17,11,9609
11/14/17,12,9800
11/14/17,13,9718
11/14/17,14,9579
11/14/17,15,9228
11/14/17,16,8680
11/14/17,17,8605
11/14/17,18,8099
11/14/17,19,7609
11/14/17,20,7319
11/14/17,21,7028
11/14/17,22,6816
11/14/17,23,6623
11/15/17,0,6585
11/15/17,1,6564
11/15/17,2,6503
11/15/17,3,6496
11/15/17,4,6837
11/15/17,5,7508
11/15/17,6,7470
11/15/17,7,8166
11/15/17,8,8477
11/15/17,9,8752
11/15/17,10,8967
11/15/17,11,9282
11/15/17,12,9443
11/15/17,13,9634
11/15/17,14,9505
11/15/17,15,9011
11/15/17,16,8452
11/15/17,17,8572
11/15/17,18,8000
11/15/17,19,7551
11/15/17,20,7351
11/15/17,21,7146
11/15/17,22,6935
11/15/17,23,6752
11/16/17,0,6684
11/16/17,1,6700
11/16/17,2,6689
11/16/17,3,6721
11/16/17,4,7003
11/16/17,5,7555
11/16/17,6,7542
11/16/17,7,8210
11/16/17,8,8715
11/16/17,9,8891
11/16/17,10,9217
11/16/17,11,9455
11/16/17,12,9524
11/16/17,13,9712
11/16/17,14,9681
11/16/17,15,9361
11/16/17,16,8812
11/16/17,17,8722
11/16/17,18,8308
11/16/17,19,7851
11/16/17,20,7632
11/16/17,21,7371
11/16/17,22,7066
11/16/17,23,6742
11/17/17,0,6691
11/17/17,1,6683
11/17/17,2,6582
11/17/17,3,6549
11/17/17,4,6881
11/17/17,5,7553
11/17/17,6,7502
11/17/17,7,8094
11/17/17,8,8504
11/17/17,9,9024
11/17/17,10,9301
11/17/17,11,9326
11/17/17,12,9492
11/17/17,13,9445
11/17/17,14,9362
11/17/17,15,8965
11/17/17,16,8473
11/17/17,17,8467
11/17/17,18,7983
11/17/17,19,7567
11/17/17,20,7464
11/17/17,21,7144
11/17/17,22,7005
11/17/17,23,6800
11/18/17,0,6642
11/18/17,1,6568
11/18/17,2,6528
11/18/17,3,6494
11/18/17,4,6607
11/18/17,5,6673
11/18/17,6,6260
11/18/17,7,6325
11/18/17,8,6456
11/18/17,9,6816
11/18/17,10,7189
11/18/17,11,7221
11/18/17,12,7457
11/18/17,13,7564
11/18/17,14,7778
11/18/17,15,7851
11/18/17,16,7808
11/18/17,17,8341
11/18/17,18,8257
11/18/17,19,8076
11/18/17,20,7951
11/18/17,21,7990
11/18/17,22,7825
11/18/17,23,7732
11/19/17,0,7742
11/19/17,1,7697
11/19/17,2,6980
11/19/17,3,6700
11/19/17,4,6613
11/19/17,5,6599
11/19/17,6,6176
11/19/17,7,5936
11/19/17,8,5943
11/19/17,9,6124
11/19/17,10,6193
11/19/17,11,6206
11/19/17,12,6335
11/19/17,13,6388
11/19/17,14,6354
11/19/17,15,6236
11/19/17,16,6244
11/19/17,17,6744
11/19/17,18,6593
11/19/17,19,6461
11/19/17,20,6433
11/19/17,21,6328
11/19/17,22,6334
11/19/17,23,6281
11/20/17,0,6305
11/20/17,1,6318
11/20/17,2,6357
11/20/17,3,6442
11/20/17,4,6668
11/20/17,5,7238
11/20/17,6,7300
11/20/17,7,7809
11/20/17,8,8123
11/20/17,9,7944
11/20/17,10,8105
11/20/17,11,7992
11/20/17,12,8071
11/20/17,13,8081
11/20/17,14,8038
11/20/17,15,7802
11/20/17,16,7310
11/20/17,17,7490
11/20/17,18,7064
11/20/17,19,6777
11/20/17,20,6709
11/20/17,21,6606
11/20/17,22,6419
11/20/17,23,6342
11/21/17,0,6350
11/21/17,1,6379
11/21/17,2,6298
11/21/17,3,6383
11/21/17,4,6635
11/21/17,5,7293
11/21/17,6,7489
11/21/17,7,8058
11/21/17,8,8335
11/21/17,9,8529
11/21/17,10,8603
11/21/17,11,8765
11/21/17,12,8856
11/21/17,13,9106
11/21/17,14,9133
11/21/17,15,8966
11/21/17,16,8463
11/21/17,17,8370
11/21/17,18,7986
11/21/17,19,7669
11/21/17,20,7527
11/21/17,21,7412
11/21/17,22,7172
11/21/17,23,6940
11/22/17,0,6910
11/22/17,1,6925
11/22/17,2,6754
11/22/17,3,6727
11/22/17,4,6941
11/22/17,5,7523
11/22/17,6,7568
11/22/17,7,8180
11/22/17,8,8603
11/22/17,9,9008
11/22/17,10,9218
11/22/17,11,9295
11/22/17,12,9064
11/22/17,13,9000
11/22/17,14,8610
11/22/17,15,8130
11/22/17,16,7707
11/22/17,17,7681
11/22/17,18,7395
11/22/17,19,7089
11/22/17,20,6878
11/22/17,21,6620
11/22/17,22,6454
