Date,Hour,kW Sum
6/17/18,22,9217
6/17/18,23,9072
6/18/18,0,8917
6/18/18,1,8755
6/18/18,2,8776
6/18/18,3,8852
6/18/18,4,9266
6/18/18,5,9874
6/18/18,6,10379
6/18/18,7,11544
6/18/18,8,12426
6/18/18,9,12997
6/18/18,10,13802
6/18/18,11,14441
6/18/18,12,14502
6/18/18,13,14787
6/18/18,14,15127
6/18/18,15,14979
6/18/18,16,14197
6/18/18,17,13386
6/18/18,18,12595
6/18/18,19,12118
6/18/18,20,12206
6/18/18,21,11920
6/18/18,22,10802
6/18/18,23,9608
6/19/18,0,9252
6/19/18,1,9126
6/19/18,2,9273
6/19/18,3,9279
6/19/18,4,9502
6/19/18,5,10211
6/19/18,6,10666
6/19/18,7,11954
6/19/18,8,13231
6/19/18,9,13993
6/19/18,10,14351
6/19/18,11,14274
6/19/18,12,14928
6/19/18,13,15144
6/19/18,14,15267
6/19/18,15,14854
6/19/18,16,15040
6/19/18,17,14229
6/19/18,18,13137
6/19/18,19,12409
6/19/18,20,11976
6/19/18,21,11484
6/19/18,22,10886
6/19/18,23,9921
6/20/18,0,9692
6/20/18,1,9682
6/20/18,2,9741
6/20/18,3,9622
6/20/18,4,9977
6/20/18,5,10588
6/20/18,6,11185
6/20/18,7,12506
6/20/18,8,13620
6/20/18,9,14465
6/20/18,10,14944
6/20/18,11,14987
6/20/18,12,15032
6/20/18,13,15287
6/20/18,14,15087
6/20/18,15,14910
6/20/18,16,14794
6/20/18,17,14063
6/20/18,18,13215
6/20/18,19,12830
6/20/18,20,12716
6/20/18,21,11905
6/20/18,22,10747
6/20/18,23,10040
6/21/18,0,9750
6/21/18,1,9632
6/21/18,2,9712
6/21/18,3,9784
6/21/18,4,10197
6/21/18,5,11038
6/21/18,6,11500
6/21/18,7,12711
6/21/18,8,13923
6/21/18,9,14310
6/21/18,10,14669
6/21/18,11,14852
6/21/18,12,14891
6/21/18,13,15017
6/21/18,14,14993
6/21/18,15,14914
6/21/18,16,14348
6/21/18,17,13591
6/21/18,18,12855
6/21/18,19,11870
6/21/18,20,11764
6/21/18,21,11164
6/21/18,22,10260
6/21/18,23,9754
6/22/18,0,9576
6/22/18,1,9460
6/22/18,2,9641
6/22/18,3,9651
6/22/18,4,10155
6/22/18,5,11151
6/22/18,6,11631
6/22/18,7,12546
6/22/18,8,13089
6/22/18,9,13688
6/22/18,10,13984
6/22/18,11,14101
6/22/18,12,14146
6/22/18,13,14262
6/22/18,14,14130
6/22/18,15,13887
6/22/18,16,13484
6/22/18,17,12919
6/22/18,18,12191
6/22/18,19,11490
6/22/18,20,11479
6/22/18,21,10980
6/22/18,22,10356
6/22/18,23,9686
6/23/18,0,9421
6/23/18,1,9369
6/23/18,2,9427
6/23/18,3,9414
6/23/18,4,9605
6/23/18,5,9564
6/23/18,6,9559
6/23/18,7,9890
6/23/18,8,10282
6/23/18,9,10547
6/23/18,10,10815
6/23/18,11,11045
6/23/18,12,11189
6/23/18,13,11517
6/23/18,14,11511
6/23/18,15,11576
6/23/18,16,11519
6/23/18,17,11368
6/23/18,18,11067
6/23/18,19,10365
6/23/18,20,10430
6/23/18,21,10085
6/23/18,22,9886
6/23/18,23,9626
6/24/18,0,9589
6/24/18,1,9549
6/24/18,2,9552
6/24/18,3,9572
6/24/18,4,9814
6/24/18,5,9637
6/24/18,6,9747
6/24/18,7,10070
6/24/18,8,10369
6/24/18,9,10817
6/24/18,10,11024
6/24/18,11,11436
6/24/18,12,11625
6/24/18,13,11791
6/24/18,14,11777
6/24/18,15,11881
6/24/18,16,11772
6/24/18,17,11525
6/24/18,18,11240
6/24/18,19,10660
6/24/18,20,10638
6/24/18,21,10373
6/24/18,22,10141
6/24/18,23,9900
6/25/18,0,9800
6/25/18,1,9714
6/25/18,2,9718
6/25/18,3,9794
6/25/18,4,10145
6/25/18,5,10723
6/25/18,6,11273
6/25/18,7,13268
6/25/18,8,14254
6/25/18,9,14621
6/25/18,10,15060
6/25/18,11,15199
6/25/18,12,15403
6/25/18,13,15514
6/25/18,14,15375
6/25/18,15,15132
6/25/18,16,14468
6/25/18,17,13408
6/25/18,18,12323
6/25/18,19,11730
6/25/18,20,11991
6/25/18,21,11508
6/25/18,22,10625
6/25/18,23,10037
6/26/18,0,9750
6/26/18,1,9391
6/26/18,2,9349
6/26/18,3,9211
6/26/18,4,9714
6/26/18,5,10578
6/26/18,6,10914
6/26/18,7,12535
6/26/18,8,13606
6/26/18,9,14089
6/26/18,10,14673
6/26/18,11,14767
6/26/18,12,15226
6/26/18,13,15469
6/26/18,14,15453
6/26/18,15,14982
6/26/18,16,14339
6/26/18,17,13495
6/26/18,18,13080
6/26/18,19,12511
6/26/18,20,12407
6/26/18,21,11820
6/26/18,22,10941
6/26/18,23,9871
6/27/18,0,9622
6/27/18,1,9512
6/27/18,2,9602
6/27/18,3,9583
6/27/18,4,10087
6/27/18,5,10872
6/27/18,6,11556
6/27/18,7,13089
6/27/18,8,13937
6/27/18,9,14259
6/27/18,10,14662
6/27/18,11,14845
6/27/18,12,15196
6/27/18,13,15708
6/27/18,14,15235
6/27/18,15,15001
6/27/18,16,14873
6/27/18,17,13978
6/27/18,18,13121
6/27/18,19,12637
6/27/18,20,12753
6/27/18,21,12265
6/27/18,22,10960
6/27/18,23,9968
6/28/18,0,9835
6/28/18,1,9798
6/28/18,2,9863
6/28/18,3,9971
6/28/18,4,10411
6/28/18,5,11290
6/28/18,6,12147
6/28/18,7,13632
6/28/18,8,14733
6/28/18,9,14996
6/28/18,10,15208
6/28/18,11,15294
6/28/18,12,15712
6/28/18,13,15803
6/28/18,14,15924
6/28/18,15,15607
6/28/18,16,15208
6/28/18,17,14612
6/28/18,18,13813
6/28/18,19,12603
6/28/18,20,11390
6/28/18,21,10542
6/28/18,22,10523
6/28/18,23,9284
6/29/18,0,9085
6/29/18,1,8980
6/29/18,2,8912
6/29/18,3,8878
6/29/18,4,9328
6/29/18,5,10201
6/29/18,6,10374
6/29/18,7,11624
6/29/18,8,12474
6/29/18,9,12836
6/29/18,10,13234
6/29/18,11,13247
6/29/18,12,13526
6/29/18,13,13748
6/29/18,14,13804
6/29/18,15,13948
6/29/18,16,13874
6/29/18,17,13153
6/29/18,18,12527
6/29/18,19,12143
6/29/18,20,11053
6/29/18,21,10213
6/29/18,22,9813
6/29/18,23,9448
6/30/18,0,9212
6/30/18,1,9063
6/30/18,2,8913
6/30/18,3,8894
6/30/18,4,9076
6/30/18,5,9080
6/30/18,6,8987
6/30/18,7,9441
6/30/18,8,9846
6/30/18,9,10228
6/30/18,10,10858
6/30/18,11,11045
6/30/18,12,11292
6/30/18,13,11574
6/30/18,14,11642
6/30/18,15,11082
6/30/18,16,10415
6/30/18,17,9489
6/30/18,18,9136
6/30/18,19,9064
6/30/18,20,9260
6/30/18,21,9051
6/30/18,22,8864
6/30/18,23,8694
7/1/18,0,8525
7/1/18,1,8548
7/1/18,2,8612
7/1/18,3,8567
7/1/18,4,8755
7/1/18,5,8626
7/1/18,6,8420
7/1/18,7,8431
7/1/18,8,8584
7/1/18,9,9069
7/1/18,10,9310
7/1/18,11,9548
7/1/18,12,9768
7/1/18,13,9645
7/1/18,14,9730
7/1/18,15,9809
7/1/18,16,9907
7/1/18,17,9485
7/1/18,18,9052
7/1/18,19,8933
7/1/18,20,8894
7/1/18,21,8741
7/1/18,22,8567
7/1/18,23,8356
7/2/18,0,8325
7/2/18,1,8369
7/2/18,2,8479
7/2/18,3,8568
7/2/18,4,9038
7/2/18,5,9986
7/2/18,6,10396
7/2/18,7,12117
7/2/18,8,13056
7/2/18,9,14100
7/2/18,10,14200
7/2/18,11,14245
7/2/18,12,14414
7/2/18,13,14758
7/2/18,14,14610
7/2/18,15,14090
7/2/18,16,13600
7/2/18,17,12661
7/2/18,18,11739
7/2/18,19,11393
7/2/18,20,10956
7/2/18,21,10492
7/2/18,22,9766
7/2/18,23,9389
7/3/18,0,9282
7/3/18,1,9098
7/3/18,2,9111
7/3/18,3,8974
7/3/18,4,9441
7/3/18,5,10169
7/3/18,6,10597
7/3/18,7,11328
7/3/18,8,12632
7/3/18,9,14015
7/3/18,10,14434
7/3/18,11,14208
7/3/18,12,14073
7/3/18,13,14341
7/3/18,14,14037
7/3/18,15,13078
7/3/18,16,12210
7/3/18,17,11255
7/3/18,18,10277
7/3/18,19,9612
7/3/18,20,9528
7/3/18,21,9171
7/3/18,22,8963
7/3/18,23,8576
7/4/18,0,8318
7/4/18,1,8274
7/4/18,2,8273
7/4/18,3,8325
7/4/18,4,8618
7/4/18,5,9093
7/4/18,6,8785
7/4/18,7,8963
7/4/18,8,9241
7/4/18,9,10071
7/4/18,10,10668
7/4/18,11,10929
7/4/18,12,10994
7/4/18,13,11177
7/4/18,14,11554
7/4/18,15,11679
7/4/18,16,11393
7/4/18,17,10773
7/4/18,18,10393
7/4/18,19,9756
7/4/18,20,9687
7/4/18,21,9317
7/4/18,22,9121
7/4/18,23,8872
7/5/18,0,8739
7/5/18,1,8688
7/5/18,2,8687
7/5/18,3,8650
7/5/18,4,8930
7/5/18,5,9890
7/5/18,6,10374
7/5/18,7,11969
7/5/18,8,12529
7/5/18,9,13129
7/5/18,10,13650
7/5/18,11,13306
7/5/18,12,13593
7/5/18,13,13929
7/5/18,14,14240
7/5/18,15,13970
7/5/18,16,13507
7/5/18,17,12809
7/5/18,18,11957
7/5/18,19,11472
7/5/18,20,11185
7/5/18,21,10519
7/5/18,22,10108
7/5/18,23,9409
7/6/18,0,8778
7/6/18,1,8631
7/6/18,2,8643
7/6/18,3,8631
7/6/18,4,9090
7/6/18,5,9873
7/6/18,6,10233
7/6/18,7,11652
7/6/18,8,13063
7/6/18,9,13511
7/6/18,10,14048
7/6/18,11,14146
7/6/18,12,14246
7/6/18,13,12842
7/6/18,14,12659
7/6/18,15,13381
7/6/18,16,13228
7/6/18,17,12969
7/6/18,18,12287
7/6/18,19,11453
7/6/18,20,10481
7/6/18,21,9605
7/6/18,22,9195
7/6/18,23,8797
7/7/18,0,8699
7/7/18,1,8615
7/7/18,2,8624
7/7/18,3,8583
7/7/18,4,8728
7/7/18,5,8791
7/7/18,6,8683
7/7/18,7,9192
7/7/18,8,9435
7/7/18,9,9815
7/7/18,10,10057
7/7/18,11,10222
7/7/18,12,9407
7/7/18,13,8991
7/7/18,14,9385
7/7/18,15,10085
7/7/18,16,10393
7/7/18,17,10120
7/7/18,18,9783
7/7/18,19,9368
7/7/18,20,9740
7/7/18,21,9398
7/7/18,22,9216
7/7/18,23,8910
7/8/18,0,8899
7/8/18,1,8769
7/8/18,2,8671
7/8/18,3,8573
7/8/18,4,8808
7/8/18,5,8828
7/8/18,6,8365
7/8/18,7,8579
7/8/18,8,9147
7/8/18,9,9434
7/8/18,10,9746
7/8/18,11,10029
7/8/18,12,10359
7/8/18,13,10608
7/8/18,14,10687
7/8/18,15,10660
7/8/18,16,10826
7/8/18,17,10393
7/8/18,18,9608
7/8/18,19,9227
7/8/18,20,9417
7/8/18,21,9241
7/8/18,22,9089
7/8/18,23,8880
7/9/18,0,8709
7/9/18,1,8558
7/9/18,2,8670
7/9/18,3,8636
7/9/18,4,9088
7/9/18,5,9802
7/9/18,6,10522
7/9/18,7,12196
7/9/18,8,13139
7/9/18,9,13505
7/9/18,10,14005
7/9/18,11,14747
7/9/18,12,15086
7/9/18,13,14964
7/9/18,14,14949
7/9/18,15,14809
7/9/18,16,14648
7/9/18,17,13568
7/9/18,18,12967
7/9/18,19,12384
7/9/18,20,12457
7/9/18,21,12023
7/9/18,22,11470
7/9/18,23,9843
7/10/18,0,9507
7/10/18,1,9245
7/10/18,2,9319
7/10/18,3,9376
7/10/18,4,9859
7/10/18,5,10900
7/10/18,6,11136
7/10/18,7,12325
7/10/18,8,13788
7/10/18,9,14537
7/10/18,10,15156
7/10/18,11,15235
7/10/18,12,15157
7/10/18,13,15359
7/10/18,14,15572
7/10/18,15,15300
7/10/18,16,13721
7/10/18,17,12656
7/10/18,18,12265
7/10/18,19,12047
7/10/18,20,11950
7/10/18,21,11258
7/10/18,22,10210
7/10/18,23,9742
7/11/18,0,9557
7/11/18,1,9520
7/11/18,2,9450
7/11/18,3,9362
7/11/18,4,9719
7/11/18,5,10679
7/11/18,6,11042
7/11/18,7,12488
7/11/18,8,13816
7/11/18,9,15098
7/11/18,10,15396
7/11/18,11,15688
7/11/18,12,16009
7/11/18,13,16037
7/11/18,14,16104
7/11/18,15,15637
7/11/18,16,14870
7/11/18,17,14069
7/11/18,18,13239
7/11/18,19,12622
7/11/18,20,12508
7/11/18,21,11951
7/11/18,22,11265
7/11/18,23,10744
7/12/18,0,10595
7/12/18,1,10373
7/12/18,2,10365
7/12/18,3,9864
7/12/18,4,10176
7/12/18,5,11328
7/12/18,6,11614
7/12/18,7,12609
7/12/18,8,14130
7/12/18,9,14830
7/12/18,10,15290
7/12/18,11,15561
7/12/18,12,15704
7/12/18,13,16026
7/12/18,14,15812
7/12/18,15,15085
7/12/18,16,14917
7/12/18,17,14148
7/12/18,18,13423
7/12/18,19,12372
7/12/18,20,12300
7/12/18,21,11609
7/12/18,22,10720
7/12/18,23,10311
7/13/18,0,10025
7/13/18,1,9888
7/13/18,2,9901
7/13/18,3,9944
7/13/18,4,10378
7/13/18,5,11238
7/13/18,6,11632
7/13/18,7,13079
7/13/18,8,13879
7/13/18,9,14364
7/13/18,10,14784
7/13/18,11,14851
7/13/18,12,14812
7/13/18,13,14853
7/13/18,14,14542
7/13/18,15,14082
7/13/18,16,13378
7/13/18,17,12201
7/13/18,18,11667
7/13/18,19,11101
7/13/18,20,11150
7/13/18,21,10651
7/13/18,22,10107
7/13/18,23,9738
7/14/18,0,9499
7/14/18,1,9403
7/14/18,2,9314
7/14/18,3,9224
7/14/18,4,9487
7/14/18,5,9558
7/14/18,6,9425
7/14/18,7,9962
7/14/18,8,10441
7/14/18,9,10785
7/14/18,10,11166
7/14/18,11,11516
7/14/18,12,11399
7/14/18,13,11586
7/14/18,14,11786
7/14/18,15,11624
7/14/18,16,11002
7/14/18,17,10466
7/14/18,18,10228
7/14/18,19,9946
7/14/18,20,10022
7/14/18,21,9685
7/14/18,22,9571
7/14/18,23,9377
7/15/18,0,9287
7/15/18,1,9297
7/15/18,2,9293
7/15/18,3,9221
7/15/18,4,9475
7/15/18,5,9457
7/15/18,6,9188
7/15/18,7,9196
7/15/18,8,9664
7/15/18,9,10233
7/15/18,10,10712
7/15/18,11,10804
7/15/18,12,10494
7/15/18,13,10334
7/15/18,14,10229
7/15/18,15,10371
7/15/18,16,10518
7/15/18,17,10295
7/15/18,18,10184
7/15/18,19,10093
7/15/18,20,10128
7/15/18,21,9968
7/15/18,22,9442
7/15/18,23,9254
7/16/18,0,9141
7/16/18,1,9126
7/16/18,2,9225
7/16/18,3,9626
7/16/18,4,10085
7/16/18,5,10760
7/16/18,6,10995
7/16/18,7,12536
7/16/18,8,13522
7/16/18,9,14099
7/16/18,10,14606
7/16/18,11,14931
7/16/18,12,15135
7/16/18,13,15445
7/16/18,14,15450
7/16/18,15,14654
7/16/18,16,14257
7/16/18,17,13293
7/16/18,18,12344
7/16/18,19,11841
7/16/18,20,11960
7/16/18,21,11250
7/16/18,22,10814
7/16/18,23,9971
7/17/18,0,9724
7/17/18,1,9550
7/17/18,2,9557
7/17/18,3,9420
7/17/18,4,9864
7/17/18,5,11042
7/17/18,6,11376
7/17/18,7,12551
7/17/18,8,13376
7/17/18,9,13849
7/17/18,10,14208
7/17/18,11,13552
7/17/18,12,13916
7/17/18,13,14229
7/17/18,14,14535
7/17/18,15,14371
7/17/18,16,13781
7/17/18,17,12941
7/17/18,18,12316
7/17/18,19,11920
7/17/18,20,12075
7/17/18,21,11534
7/17/18,22,10646
7/17/18,23,10020
7/18/18,0,9876
7/18/18,1,9884
7/18/18,2,9871
7/18/18,3,9870
7/18/18,4,10089
7/18/18,5,11108
7/18/18,6,11358
7/18/18,7,12522
7/18/18,8,13283
7/18/18,9,13654
7/18/18,10,14041
7/18/18,11,13855
7/18/18,12,14284
7/18/18,13,14722
7/18/18,14,14755
7/18/18,15,14464
7/18/18,16,13476
7/18/18,17,12650
7/18/18,18,11778
7/18/18,19,11386
7/18/18,20,11549
7/18/18,21,11511
7/18/18,22,11087
7/18/18,23,10023
7/19/18,0,9727
7/19/18,1,9454
7/19/18,2,9481
7/19/18,3,9554
7/19/18,4,9999
7/19/18,5,11300
7/19/18,6,11471
7/19/18,7,12817
7/19/18,8,14270
7/19/18,9,14678
7/19/18,10,15161
7/19/18,11,15224
7/19/18,12,15311
7/19/18,13,15738
7/19/18,14,15559
7/19/18,15,15371
7/19/18,16,14694
7/19/18,17,13751
7/19/18,18,12756
7/19/18,19,12113
7/19/18,20,12086
7/19/18,21,11594
7/19/18,22,11037
7/19/18,23,10061
7/20/18,0,9899
7/20/18,1,9607
7/20/18,2,9602
7/20/18,3,9568
7/20/18,4,9908
7/20/18,5,10983
7/20/18,6,11149
7/20/18,7,12322
7/20/18,8,13491
7/20/18,9,13998
7/20/18,10,14373
7/20/18,11,14156
7/20/18,12,14217
7/20/18,13,14344
7/20/18,14,14375
7/20/18,15,14389
7/20/18,16,14166
7/20/18,17,13711
7/20/18,18,12733
7/20/18,19,12099
7/20/18,20,11984
7/20/18,21,11329
7/20/18,22,10883
7/20/18,23,10463
7/21/18,0,10422
7/21/18,1,10290
7/21/18,2,10312
7/21/18,3,10265
7/21/18,4,10294
7/21/18,5,10329
7/21/18,6,10377
7/21/18,7,11019
7/21/18,8,11514
7/21/18,9,11790
7/21/18,10,11897
7/21/18,11,11742
7/21/18,12,10957
7/21/18,13,11254
7/21/18,14,11697
7/21/18,15,11986
7/21/18,16,12132
7/21/18,17,12037
7/21/18,18,11634
7/21/18,19,11249
7/21/18,20,11373
7/21/18,21,10982
7/21/18,22,10822
7/21/18,23,10526
7/22/18,0,10521
7/22/18,1,10507
7/22/18,2,10617
7/22/18,3,10625
7/22/18,4,10765
7/22/18,5,11024
7/22/18,6,10544
7/22/18,7,10759
7/22/18,8,11072
7/22/18,9,11617
7/22/18,10,11872
7/22/18,11,11888
7/22/18,12,12033
7/22/18,13,11632
7/22/18,14,11362
7/22/18,15,11685
7/22/18,16,10440
7/22/18,17,10402
7/22/18,18,10707
7/22/18,19,10710
7/22/18,20,10959
7/22/18,21,10261
7/22/18,22,9758
7/22/18,23,9517
7/23/18,0,9319
7/23/18,1,9166
7/23/18,2,9206
7/23/18,3,9226
7/23/18,4,9578
7/23/18,5,10416
7/23/18,6,10732
7/23/18,7,11785
7/23/18,8,12822
7/23/18,9,13441
7/23/18,10,13891
7/23/18,11,14007
7/23/18,12,14224
7/23/18,13,14475
7/23/18,14,14278
7/23/18,15,14089
7/23/18,16,13787
7/23/18,17,12985
7/23/18,18,12188
7/23/18,19,11721
7/23/18,20,11724
7/23/18,21,11059
7/23/18,22,10171
7/23/18,23,9499
7/24/18,0,9200
7/24/18,1,8978
7/24/18,2,8947
7/24/18,3,8959
7/24/18,4,9316
7/24/18,5,10308
7/24/18,6,10460
7/24/18,7,11780
7/24/18,8,12792
7/24/18,9,13451
7/24/18,10,13906
7/24/18,11,14069
7/24/18,12,14156
7/24/18,13,14297
7/24/18,14,14483
7/24/18,15,14302
7/24/18,16,13615
7/24/18,17,12779
7/24/18,18,12088
7/24/18,19,11538
7/24/18,20,11496
7/24/18,21,10921
7/24/18,22,10328
7/24/18,23,9654
7/25/18,0,9428
7/25/18,1,9312
7/25/18,2,9409
7/25/18,3,9358
7/25/18,4,9707
7/25/18,5,10791
7/25/18,6,10842
7/25/18,7,12176
7/25/18,8,13156
7/25/18,9,13932
7/25/18,10,14404
7/25/18,11,14495
7/25/18,12,14854
7/25/18,13,15046
7/25/18,14,15083
7/25/18,15,14683
7/25/18,16,14010
7/25/18,17,13259
7/25/18,18,12349
7/25/18,19,11674
7/25/18,20,11664
7/25/18,21,11128
7/25/18,22,10530
7/25/18,23,9785
7/26/18,0,9635
7/26/18,1,9511
7/26/18,2,9359
7/26/18,3,9476
7/26/18,4,9850
7/26/18,5,10949
7/26/18,6,11215
7/26/18,7,12538
7/26/18,8,13209
7/26/18,9,14014
7/26/18,10,14374
7/26/18,11,14587
7/26/18,12,14723
7/26/18,13,15090
7/26/18,14,15007
7/26/18,15,14620
7/26/18,16,13614
7/26/18,17,12948
7/26/18,18,12368
7/26/18,19,12044
7/26/18,20,12420
7/26/18,21,11932
7/26/18,22,10936
7/26/18,23,10123
7/27/18,0,9948
7/27/18,1,9868
7/27/18,2,9877
7/27/18,3,9956
7/27/18,4,10350
7/27/18,5,11448
7/27/18,6,11371
7/27/18,7,12206
7/27/18,8,12791
7/27/18,9,13500
7/27/18,10,14054
7/27/18,11,14208
7/27/18,12,14355
7/27/18,13,14624
7/27/18,14,14677
7/27/18,15,14010
7/27/18,16,13425
7/27/18,17,12662
7/27/18,18,11866
7/27/18,19,11448
7/27/18,20,11347
7/27/18,21,10594
7/27/18,22,10146
7/27/18,23,9769
7/28/18,0,9600
7/28/18,1,9375
7/28/18,2,9382
7/28/18,3,9293
7/28/18,4,9404
7/28/18,5,9529
7/28/18,6,9498
7/28/18,7,10025
7/28/18,8,10455
7/28/18,9,10690
7/28/18,10,10926
7/28/18,11,11346
7/28/18,12,11707
7/28/18,13,11867
7/28/18,14,11847
7/28/18,15,10907
7/28/18,16,10407
7/28/18,17,10177
7/28/18,18,9900
7/28/18,19,9743
7/28/18,20,9819
7/28/18,21,9424
7/28/18,22,9353
7/28/18,23,9081
7/29/18,0,9011
7/29/18,1,8974
7/29/18,2,8936
7/29/18,3,8956
7/29/18,4,9100
7/29/18,5,9183
7/29/18,6,8929
7/29/18,7,9251
7/29/18,8,10138
7/29/18,9,10693
7/29/18,10,10821
7/29/18,11,11269
7/29/18,12,11480
7/29/18,13,11869
7/29/18,14,12109
7/29/18,15,11993
7/29/18,16,11268
7/29/18,17,10999
7/29/18,18,10628
7/29/18,19,10292
7/29/18,20,10263
7/29/18,21,9673
7/29/18,22,9550
7/29/18,23,9325
7/30/18,0,9047
7/30/18,1,9015
7/30/18,2,9108
7/30/18,3,9172
7/30/18,4,9612
7/30/18,5,10500
7/30/18,6,10834
7/30/18,7,11928
7/30/18,8,12742
7/30/18,9,13238
7/30/18,10,13720
7/30/18,11,13920
7/30/18,12,13890
7/30/18,13,13854
7/30/18,14,14215
7/30/18,15,14027
7/30/18,16,13246
7/30/18,17,12411
7/30/18,18,11649
7/30/18,19,11114
7/30/18,20,10979
7/30/18,21,10544
7/30/18,22,10278
7/30/18,23,9965
7/31/18,0,9816
7/31/18,1,9730
7/31/18,2,9830
7/31/18,3,10003
7/31/18,4,10436
7/31/18,5,11530
7/31/18,6,11738
7/31/18,7,12526
7/31/18,8,13685
7/31/18,9,14401
7/31/18,10,14635
7/31/18,11,14371
7/31/18,12,14079
7/31/18,13,14804
7/31/18,14,15056
7/31/18,15,14732
7/31/18,16,13532
7/31/18,17,12537
7/31/18,18,11851
7/31/18,19,11680
7/31/18,20,11221
7/31/18,21,10472
7/31/18,22,9613
7/31/18,23,9272
8/1/18,0,9251
8/1/18,1,9264
8/1/18,2,9258
8/1/18,3,9333
8/1/18,4,9627
8/1/18,5,10820
8/1/18,6,11122
8/1/18,7,11748
8/1/18,8,12416
8/1/18,9,12754
8/1/18,10,13297
8/1/18,11,13484
8/1/18,12,13470
8/1/18,13,13669
8/1/18,14,13184
8/1/18,15,12744
8/1/18,16,12397
8/1/18,17,11524
8/1/18,18,10895
8/1/18,19,10683
8/1/18,20,10562
8/1/18,21,10259
8/1/18,22,10050
8/1/18,23,9541
8/2/18,0,9401
8/2/18,1,9294
8/2/18,2,8912
8/2/18,3,6759
8/2/18,4,7084
8/2/18,5,9412
8/2/18,6,11040
8/2/18,7,11581
8/2/18,8,12092
8/2/18,9,12284
8/2/18,10,12280
8/2/18,11,12199
8/2/18,12,12608
8/2/18,13,12818
8/2/18,14,12644
8/2/18,15,12396
8/2/18,16,11880
8/2/18,17,11217
8/2/18,18,10829
8/2/18,19,10351
8/2/18,20,10226
8/2/18,21,9927
8/2/18,22,8892
8/2/18,23,8534
8/3/18,0,8361
8/3/18,1,8229
8/3/18,2,8189
8/3/18,3,8286
8/3/18,4,8685
8/3/18,5,9538
8/3/18,6,9771
8/3/18,7,11140
8/3/18,8,12195
8/3/18,9,12851
8/3/18,10,13359
8/3/18,11,13431
8/3/18,12,13481
8/3/18,13,13821
8/3/18,14,14042
8/3/18,15,13865
8/3/18,16,13295
8/3/18,17,12775
8/3/18,18,12092
8/3/18,19,11403
8/3/18,20,10782
8/3/18,21,10223
8/3/18,22,10055
8/3/18,23,9729
8/4/18,0,9611
8/4/18,1,9312
8/4/18,2,9257
8/4/18,3,9077
8/4/18,4,9190
8/4/18,5,9306
8/4/18,6,8986
8/4/18,7,9332
8/4/18,8,9676
8/4/18,9,10200
8/4/18,10,10802
8/4/18,11,11072
8/4/18,12,11224
8/4/18,13,11288
8/4/18,14,10927
8/4/18,15,10446
8/4/18,16,10399
8/4/18,17,10321
8/4/18,18,10076
8/4/18,19,9964
8/4/18,20,10007
8/4/18,21,9782
8/4/18,22,9692
8/4/18,23,9457
8/5/18,0,9268
8/5/18,1,9173
8/5/18,2,9072
8/5/18,3,9001
8/5/18,4,9106
8/5/18,5,9103
8/5/18,6,8894
8/5/18,7,9147
8/5/18,8,9738
8/5/18,9,10330
8/5/18,10,10920
8/5/18,11,11250
8/5/18,12,11608
8/5/18,13,11704
8/5/18,14,11541
8/5/18,15,10932
8/5/18,16,10680
8/5/18,17,10696
8/5/18,18,10564
8/5/18,19,10454
8/5/18,20,10293
8/5/18,21,9961
8/5/18,22,9812
8/5/18,23,9431
8/6/18,0,9271
8/6/18,1,9241
8/6/18,2,9280
8/6/18,3,9359
8/6/18,4,9859
8/6/18,5,10814
8/6/18,6,10970
8/6/18,7,12071
8/6/18,8,13103
8/6/18,9,13681
8/6/18,10,14034
8/6/18,11,14372
8/6/18,12,14767
8/6/18,13,15166
8/6/18,14,14782
8/6/18,15,13827
8/6/18,16,12835
8/6/18,17,11848
8/6/18,18,11001
8/6/18,19,10752
8/6/18,20,10535
8/6/18,21,10062
8/6/18,22,9644
8/6/18,23,9222
8/7/18,0,8890
8/7/18,1,8583
8/7/18,2,8671
8/7/18,3,8838
8/7/18,4,9329
8/7/18,5,10363
8/7/18,6,10607
8/7/18,7,11726
8/7/18,8,12446
8/7/18,9,13272
8/7/18,10,13887
8/7/18,11,14331
8/7/18,12,14612
8/7/18,13,15020
8/7/18,14,14740
8/7/18,15,14502
8/7/18,16,14023
8/7/18,17,13200
8/7/18,18,12258
8/7/18,19,11617
8/7/18,20,11709
8/7/18,21,10993
8/7/18,22,10614
8/7/18,23,10060
8/8/18,0,9872
8/8/18,1,9534
8/8/18,2,9590
8/8/18,3,9702
8/8/18,4,10132
8/8/18,5,11210
8/8/18,6,11398
8/8/18,7,12422
8/8/18,8,13510
8/8/18,9,14290
8/8/18,10,14803
8/8/18,11,15115
8/8/18,12,15104
8/8/18,13,15227
8/8/18,14,15389
8/8/18,15,15132
8/8/18,16,14454
8/8/18,17,13689
8/8/18,18,12963
8/8/18,19,12448
8/8/18,20,12269
8/8/18,21,11690
8/8/18,22,10913
8/8/18,23,10526
8/9/18,0,10451
8/9/18,1,10322
8/9/18,2,10431
8/9/18,3,10373
8/9/18,4,10714
8/9/18,5,11763
8/9/18,6,12065
8/9/18,7,13416
8/9/18,8,14410
8/9/18,9,15187
8/9/18,10,15605
8/9/18,11,15806
8/9/18,12,15678
8/9/18,13,15340
8/9/18,14,15051
8/9/18,15,14748
8/9/18,16,14051
8/9/18,17,13217
8/9/18,18,12523
8/9/18,19,12204
8/9/18,20,11963
